date,crop,trt,plot,split,family,genus,sp,life_stage
6/26/2023,beans,na,101,na,Opiliones,na,na,adult
6/26/2023,beans,na,101,na,Opiliones,na,na,adult
6/26/2023,beans,na,101,na,Elateridae,na,na,adult
6/26/2023,beans,na,101,na,Carabidae,Pterostichus,na,adult
6/26/2023,beans,na,101,na,Lycosidae,Pardosa,na,adult
6/26/2023,beans,na,103,na,Elateridae,na,na,adult
6/26/2023,beans,na,103,na,Elateridae,na,na,adult
6/26/2023,beans,na,103,na,Opiliones,na,na,adult
6/26/2023,beans,na,103,na,Diplopoda,na,na,adult
6/26/2023,beans,na,103,na,Diplopoda,na,na,adult
6/26/2023,beans,na,102,na,Carabidae,Pterostichus,na,adult
6/26/2023,beans,na,102,na,Carabidae,Pterostichus,na,adult
6/26/2023,beans,na,102,na,Carabidae,Pterostichus,na,adult
6/26/2023,beans,na,102,na,Carabidae,Poecilus ,lucublandus ,adult
6/26/2023,beans,na,102,na,Carabidae,Petalops,na,adult
6/26/2023,beans,na,102,na,Elateridae,na,na,adult
6/26/2023,beans,na,102,na,Elateridae,na,na,adult
6/26/2023,beans,na,102,na,Formicidae,na,na,adult
6/26/2023,beans,na,102,na,Formicidae,na,na,adult
6/26/2023,beans,na,102,na,Formicidae,na,na,adult
6/26/2023,beans,na,102,na,Formicidae,na,na,adult
6/26/2023,beans,na,102,na,Diplopoda,na,na,adult
6/26/2023,beans,na,102,na,Diplopoda,na,na,juvenile
6/26/2023,beans,na,102,na,Diplopoda,na,na,juvenile
6/26/2023,beans,na,102,na,Opiliones,na,na,juvenile
6/26/2023,beans,na,102,na,Lycosidae,na,na,juvenile
6/26/2023,beans,na,102,na,Lycosidae,Schizocosa,na,adult
6/26/2023,beans,na,102,na,Gryllidae,na,na,juvenile
6/26/2023,beans,na,104,na,Lycosidae,Schizocosa,na,adult
6/26/2023,beans,na,104,na,Lycosidae,Gladicosa,na,adult
6/26/2023,beans,na,104,na,Formicidae,na,na,adult
6/26/2023,beans,na,104,na,Elateridae,na,na,adult
6/26/2023,beans,na,104,na,Elateridae,na,na,adult
6/26/2023,beans,na,104,na,Diplopoda,na,na,adult
6/26/2023,beans,na,104,na,Diplopoda,na,na,adult
6/26/2023,beans,na,201,na,Opiliones,na,na,adult
6/26/2023,beans,na,201,na,Opiliones,na,na,adult
6/26/2023,beans,na,201,na,Elateridae,na,na,adult
6/26/2023,beans,na,201,na,Elateridae,na,na,adult
6/26/2023,beans,na,201,na,Staphylinidae,na,na,adult
6/26/2023,beans,na,203,na,Lycosidae,Trabeops,na,adult
6/26/2023,beans,na,203,na,Lycosidae,Piratula,na,adult
6/26/2023,beans,na,203,na,Formicidae,na,na,adult
6/26/2023,beans,na,203,na,Formicidae,na,na,adult
6/26/2023,beans,na,203,na,Formicidae,na,na,adult
6/26/2023,beans,na,203,na,Opiliones,na,na,adult
6/26/2023,beans,na,203,na,Elateridae,na,na,adult
6/26/2023,beans,na,203,na,Elateridae,na,na,adult
6/26/2023,beans,na,203,na,Linyphiidae,na,na,adult
6/26/2023,beans,na,203,na,Diplopoda,na,na,juvenile
6/26/2023,beans,na,203,na,Diplopoda,na,na,adult
6/26/2023,beans,na,204,na,Elateridae,na,na,adult
6/26/2023,beans,na,204,na,Elateridae,na,na,adult
6/26/2023,beans,na,204,na,Elateridae,na,na,adult
6/26/2023,beans,na,204,na,Elateridae,na,na,adult
6/26/2023,beans,na,204,na,Opiliones,na,na,juvenile
6/26/2023,beans,na,204,na,Diplopoda,na,na,adult
6/26/2023,beans,na,204,na,Lycosidae,Schizocosa,na,adult
6/26/2023,beans,na,204,na,Carabidae,Chlaenius,nemoralis,adult
6/26/2023,beans,na,204,na,Formicidae,na,na,adult
6/26/2023,beans,na,202,na,Formicidae,na,na,adult
6/26/2023,beans,na,202,na,Lycosidae,Schizocosa,na,adult
6/26/2023,beans,na,202,na,Opiliones,na,na,adult
6/26/2023,beans,na,202,na,Staphylinidae,na,na,adult
6/26/2023,beans,na,202,na,Diplopoda,na,na,adult
6/26/2023,beans,na,202,na,Diplopoda,na,na,adult
6/26/2023,beans,na,303,na,Pterostichus,na,na,adult
6/26/2023,beans,na,303,na,Pterostichus,na,na,adult
6/26/2023,beans,na,303,na,Diplopoda,na,na,adult
6/26/2023,beans,na,303,na,Diplopoda,na,na,adult
6/26/2023,beans,na,303,na,Diplopoda,na,na,adult
6/26/2023,beans,na,303,na,Linyphiidae,na,na,adult
6/26/2023,beans,na,303,na,Linyphiidae,na,na,adult
6/26/2023,beans,na,303,na,Tetragnathidae,Pachygnatha,na,adult
6/26/2023,beans,na,304,na,Carabidae,Chlaenius,nemoralis,adult
6/26/2023,beans,na,304,na,Elateridae,na,na,adult
6/26/2023,beans,na,304,na,Elateridae,na,na,adult
6/26/2023,beans,na,304,na,Elateridae,na,na,adult
6/26/2023,beans,na,304,na,Lycosidae,Pardosa,na,adult
6/26/2023,beans,na,304,na,Linyphiidae,na,na,adult
6/26/2023,beans,na,304,na,Diplopoda,na,na,adult
6/26/2023,beans,na,304,na,Diplopoda,na,na,adult
6/26/2023,beans,na,304,na,Diplopoda,na,na,adult
6/26/2023,beans,na,304,na,Diplopoda,na,na,juvenile
6/26/2023,beans,na,304,na,Diplopoda,na,na,juvenile
6/26/2023,beans,na,304,na,Formicidae,na,na,adult
6/26/2023,beans,na,301,na,Opiliones,na,na,adult
6/26/2023,beans,na,301,na,Opiliones,na,na,adult
6/26/2023,beans,na,301,na,Opiliones,na,na,adult
6/26/2023,beans,na,301,na,Opiliones,na,na,juvenile
6/26/2023,beans,na,301,na,Opiliones,na,na,juvenile
6/26/2023,beans,na,301,na,Opiliones,na,na,juvenile
6/26/2023,beans,na,301,na,Lycosidae,Schizocosa,na,adult
6/26/2023,beans,na,301,na,Lycosidae,Schizocosa,na,adult
6/26/2023,beans,na,301,na,Lycosidae,Pardosa,na,adult
6/26/2023,beans,na,301,na,Staphylinidae,na,na,adult
6/26/2023,beans,na,302,na,Elateridae,na,na,adult
6/26/2023,beans,na,302,na,Elateridae,na,na,adult
6/26/2023,beans,na,302,na,Elateridae,na,na,adult
6/26/2023,beans,na,302,na,Carabidae,Pterostichus,na,adult
6/26/2023,beans,na,302,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,302,na,Opiliones,na,na,adult
6/26/2023,beans,na,302,na,Lycosidae,Pardosa,na,adult
6/26/2023,beans,na,302,na,Linyphiidae,na,na,adult
6/26/2023,beans,na,302,na,Formicidae,na,na,adult
6/26/2023,beans,na,302,na,Formicidae,na,na,adult
6/26/2023,beans,na,302,na,Formicidae,na,na,adult
6/26/2023,beans,na,302,na,Gryllidae,na,na,juvenile
6/26/2023,beans,na,302,na,Carabidae,na,na,juvenile
6/26/2023,beans,na,302,na,Diplopoda,na,na,adult
6/26/2023,beans,na,302,na,Diplopoda,na,na,adult
6/26/2023,beans,na,302,na,Diplopoda,na,na,adult
6/26/2023,beans,na,302,na,Diplopoda,na,na,juvenile
6/26/2023,beans,na,302,na,Diplopoda,na,na,juvenile
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus ,adult
6/26/2023,beans,na,501,na,Carabidae,Pterostichus,na,adult
6/26/2023,beans,na,501,na,Elateridae,na,na,adult
6/26/2023,beans,na,501,na,Elateridae,na,na,adult
6/26/2023,beans,na,501,na,Elateridae,na,na,adult
6/26/2023,beans,na,501,na,Elateridae,na,na,adult
6/26/2023,beans,na,501,na,Elateridae,na,na,adult
6/26/2023,beans,na,501,na,Thomisidae,Misumenoides,na,adult
6/26/2023,beans,na,501,na,Lycosidae,Pardosa,na,adult
6/26/2023,beans,na,501,na,Diplopoda,na,na,juvenile
6/26/2023,beans,na,501,na,Opiliones,na,na,adult
6/26/2023,beans,na,501,na,Opiliones,na,na,adult
6/26/2023,beans,na,501,na,Opiliones,na,na,adult
6/26/2023,beans,na,501,na,Opiliones,na,na,juvenile
6/26/2023,beans,na,501,na,Formicidae,na,na,adult
6/26/2023,beans,na,504,na,Elateridae,na,na,adult
6/26/2023,beans,na,504,na,Elateridae,na,na,adult
6/26/2023,beans,na,504,na,Elateridae,na,na,adult
6/26/2023,beans,na,504,na,Elateridae,na,na,adult
6/26/2023,beans,na,504,na,Elateridae,na,na,adult
6/26/2023,beans,na,504,na,Elateridae,na,na,adult
6/26/2023,beans,na,504,na,Diplopoda,na,na,adult
6/26/2023,beans,na,504,na,Diplopoda,na,na,adult
6/26/2023,beans,na,504,na,Diplopoda,na,na,adult
6/26/2023,beans,na,504,na,Chilopoda,na,na,adult
6/26/2023,beans,na,504,na,Lycosidae,Schizocosa,na,adult
6/26/2023,beans,na,504,na,Gryllidae,na,na,juvenile
6/26/2023,beans,na,504,na,Carabidae,Pterostichus,na,adult
6/26/2023,beans,na,504,na,Formicidae,na,na,adult
6/26/2023,beans,na,504,na,Formicidae,na,na,adult
6/26/2023,beans,na,504,na,Formicidae,na,na,adult
6/26/2023,beans,na,504,na,Formicidae,na,na,adult
6/26/2023,beans,na,503,na,Opiliones,na,na,adult
6/26/2023,beans,na,503,na,Lycosidae,Schizocosa,na,adult
6/26/2023,beans,na,503,na,Elateridae,na,na,adult
6/26/2023,beans,na,502,na,Elateridae,na,na,adult
6/26/2023,beans,na,502,na,Elateridae,na,na,adult
6/26/2023,beans,na,502,na,Elateridae,na,na,adult
6/26/2023,beans,na,502,na,Elateridae,na,na,adult
6/26/2023,beans,na,502,na,Opiliones,na,na,adult
6/26/2023,beans,na,502,na,Opiliones,na,na,adult
6/26/2023,beans,na,502,na,Diplopoda,na,na,adult
6/26/2023,beans,na,502,na,Carabidae,Polyderis,laevis,adult
6/26/2023,beans,na,502,na,Linyphiidae,na,na,adult
7/28/2023,beans,na,503,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,503,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,503,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,503,na,Lycosidae,Schizocosa,na,adult
7/28/2023,beans,na,503,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,503,na,Carabidae,Harpalus,affinis,adult
7/28/2023,beans,na,503,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,503,na,Thomisidae,Misumenoides,na,adult
7/28/2023,beans,na,503,na,Elateridae,na,na,adult
7/28/2023,beans,na,101,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,101,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,101,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,101,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,101,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,101,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,101,na,Elateridae,na,na,adult
7/28/2023,beans,na,101,na,Elateridae,na,na,adult
7/28/2023,beans,na,101,na,Elateridae,na,na,adult
7/28/2023,beans,na,101,na,Elateridae,na,na,adult
7/28/2023,beans,na,101,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,101,na,Formicidae,na,na,adult
7/28/2023,beans,na,101,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,beans,na,101,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,beans,na,201,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,201,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,201,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,201,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,201,na,Diplopoda,na,na,adult
7/28/2023,beans,na,201,na,Diplopoda,na,na,adult
7/28/2023,beans,na,201,na,Diplopoda,na,na,adult
7/28/2023,beans,na,201,na,Diplopoda,na,na,adult
7/28/2023,beans,na,201,na,Diplopoda,na,na,adult
7/28/2023,beans,na,201,na,Diplopoda,na,na,adult
7/28/2023,beans,na,201,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,201,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,201,na,Carabidae,Agonum,placidum,adult
7/28/2023,beans,na,401,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,401,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,401,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,401,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,401,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,401,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,beans,na,401,na,Diplopoda,na,na,adult
7/28/2023,beans,na,401,na,Elateridae,na,na,adult
7/28/2023,beans,na,401,na,Elateridae,na,na,adult
7/28/2023,beans,na,401,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,401,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,401,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,401,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,401,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,401,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,401,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,401,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,302,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,302,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,302,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,302,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,302,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,302,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,302,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,302,na,Lycosidae,Schizocosa,na,adult
7/28/2023,beans,na,302,na,Elateridae,na,na,adult
7/28/2023,beans,na,302,na,Elateridae,na,na,adult
7/28/2023,beans,na,302,na,Carabidae,Notibia,terminata,adult
7/28/2023,beans,na,301,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,301,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,301,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,301,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,301,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,301,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,301,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,301,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,301,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,301,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,301,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,301,na,Lycosidae,Schizocosa,na,adult
7/28/2023,beans,na,301,na,Carabidae,Chalenius,nemoralis,adult
7/28/2023,beans,na,301,na,Elateridae,na,na,adult
7/28/2023,beans,na,301,na,Elateridae,na,na,adult
7/28/2023,beans,na,301,na,Elateridae,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,adult
7/28/2023,beans,na,301,na,Diplopoda,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,202,na,Thomisidae,Misumenoides,na,adult
7/28/2023,beans,na,202,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,202,na,Lycosidae,na,na,juvenile
7/28/2023,beans,na,202,na,Lycosidae,na,na,juvenile
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,202,na,Dermaptera,na,na,adult
7/28/2023,beans,na,202,na,Dermaptera,na,na,adult
7/28/2023,beans,na,202,na,Dermaptera,na,na,adult
7/28/2023,beans,na,202,na,Staphylinidae,na,na,adult
7/28/2023,beans,na,202,na,Formicidae,na,na,adult
7/28/2023,beans,na,202,na,Chilopoda,na,na,juvenile
7/28/2023,beans,na,501,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,501,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,501,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,501,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,501,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,501,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,501,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,501,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,501,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,501,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,501,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,501,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,501,na,Carabidae,Chlaenius,tricolor,adult
7/28/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,501,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,501,na,Elateridae,na,na,adult
7/28/2023,beans,na,501,na,Thomisidae,Misumenoides,na,juvenile
7/28/2023,beans,na,502,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,502,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,502,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,502,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,502,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,502,na,Carabidae,Pterostichus,na,adult
7/28/2023,beans,na,502,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,502,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,502,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,502,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,beans,na,502,na,Lycosidae,Pardosa,na,adult
7/28/2023,beans,na,502,na,Lycosidae,Schizocosa,na,adult
7/28/2023,beans,na,502,na,Thomisidae,na,na,adult
7/28/2023,beans,na,502,na,Chilopoda,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,502,na,Elateridae,na,na,adult
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Gryllidae,na,na,juvenile
7/28/2023,beans,na,402,na,Elateridae,na,na,adult
7/28/2023,beans,na,402,na,Elateridae,na,na,adult
