Date,Plot ,Order,Family ,Genus ,adult_juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,202,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Araneomorphae,Linyphiidae,na,adult,
5/18/2023,301,Araneomorphae,Linyphiidae,na,adult,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,301,Araneomorphae,Tetragnathidae,Tetragnatha,adult,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,303,Hemiptera,Heteroptera,na,adult,
5/18/2023,303,Hemiptera,Heteroptera,na,adult,
5/18/2023,303,Hemiptera,Heteroptera,na,adult,
5/18/2023,303,Araneomorphae,Araneidae,,adult,
5/18/2023,303,Araneomorphae,Philodromidae,Philodromus,adult,
5/18/2023,303,Araneomorphae,Linyphiidae,na,adult,
5/18/2023,303,Araneomorphae,Lycosidae,na,adult,
5/18/2023,303,Araneomorphae,Araneidae,na,adult,
5/18/2023,303,Araneomorphae,Anyphaenidae,Wulfila,adult,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,402,Hemiptera,Heteroptera,na,adult,
5/18/2023,402,Araneomorphae,Lycosidae,na,na,
5/18/2023,402,Araneomorphae,Linyphiidae,na,adult,
5/18/2023,402,Araneomorphae,Tetragnathidae,Tetragnatha,adult,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,404,Araneomorphae,Thomisidae,na,adult,
5/18/2023,404,Araneomorphae,Tetragnathidae,na,adult,
5/18/2023,404,Araneomorphae,Mysmenidae,na,adult,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,502,Hemiptera,Pentatomidae,na,adult,
5/18/2023,502,Neuroptera,Chrysopidae,na,adult,
5/18/2023,502,Araneomorphae,Lycosidae,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Hemiptera,Heteroptera,na,juvenile,
5/18/2023,504,Araneomorphae,Tetragnathidae,na,adult,
6/28/2023,101,Hemiptera,na,Cicadelidae,na,adult
6/28/2023,101,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,101,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,402,Orthoptera,Caelifera,na,,adult
6/28/2023,402,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,402,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,402,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,302,Araneomorpha,na,Thomisidae,misumenoides,juvenile
6/28/2023,302,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,302,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,302,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,302,Hemiptera,na,Aphidae,na,adult
6/28/2023,302,Hemiptera,na,Aphidae,na,adult
6/28/2023,203,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,203,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,403,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,404,na,na,na,na,na
6/28/2023,501,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,501,Hemiptera,na,Aphidae,na,adult
6/28/2023,501,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,401,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,401,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,401,Hymenoptera,na,Formicidae,na,adult
6/28/2023,504,Hemiptera,na,na,na,adult
6/28/2023,304,Hemiptera,na,na,na,adult
6/28/2023,304,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,304,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,101,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,101,Thysanoptera,na,na,na,adult
6/28/2023,101,Hemiptera,na,na,na,adult
6/28/2023,101,Coleoptera,na,Coccinelidae,na,adult
6/28/2023,503,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,503,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,503,Thysanoptera,na,na,na,adult
6/28/2023,503,Thysanoptera,na,na,na,adult
6/28/2023,503,Thysanoptera,na,na,na,adult
6/28/2023,503,Thysanoptera,na,na,na,adult
6/28/2023,303,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,303,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,303,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,303,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,303,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,303,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,303,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,303,Hemiptera,na,Cicadelidae,na,adult
6/28/2023,303,Hemiptera,na,Aphidae,na,adult
6/28/2023,303,Hemiptera,na,Aphidae,na,adult
6/28/2023,303,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,303,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,303,Coleoptera,na,Coccinelidae,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,303,Thysanoptera,na,na,na,adult
6/28/2023,502,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,502,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,502,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,502,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,502,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,502,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,502,Thysanoptera,na,na,na,adult
6/28/2023,502,Thysanoptera,na,na,na,adult
6/28/2023,502,Thysanoptera,na,na,na,adult
6/28/2023,502,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,502,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,502,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,201,Araneomorpha,na,Thomisidae,misumenoides,adult
6/28/2023,201,Araneomorpha,na,Thomisidae,misumenoides,juvenile
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Thysanoptera,na,na,na,adult
6/28/2023,201,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,201,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,201,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,103,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,103,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,103,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,103,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,103,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,103,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,103,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,103,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,103,Thysanoptera,na,na,na,adult
6/28/2023,104,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,104,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,104,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,104,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,104,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,104,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,104,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,104,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,104,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Thysanoptera,na,na,na,adult
6/28/2023,104,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,204,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,204,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
