date,crop,trt,plot,split,family,genus,sp,life_stage
6/26/2023,corn,na,201,na,Opiliones,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Formicidae,na,na,adult
6/26/2023,corn,na,301,na,Opiliones,na,na,adult
6/26/2023,corn,na,301,na,Opiliones,na,na,adult
6/26/2023,corn,na,301,na,Linyphiidae,na,na,adult
6/26/2023,corn,na,301,na,Linyphiidae,na,na,adult
6/26/2023,corn,na,301,na,Elateridae,na,na,adult
6/26/2023,corn,na,301,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,301,na,Diplopoda,na,na,adult
6/26/2023,corn,na,301,na,Chilopoda,na,na,juvenile
6/26/2023,corn,na,304,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,304,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,304,na,Opiliones,na,na,adult
6/26/2023,corn,na,304,na,Opiliones,na,na,adult
6/26/2023,corn,na,304,na,Opiliones,na,na,adult
6/26/2023,corn,na,304,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,304,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,304,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,304,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,304,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,304,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,303,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,303,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,303,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,303,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,303,na,Formicidae,na,na,adult
6/26/2023,corn,na,303,na,Formicidae,na,na,adult
6/26/2023,corn,na,303,na,Formicidae,na,na,adult
6/26/2023,corn,na,303,na,Formicidae,na,na,adult
6/26/2023,corn,na,303,na,Opiliones,na,na,adult
6/26/2023,corn,na,303,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,302,na,Diplopoda,na,na,adult
6/26/2023,corn,na,302,na,Diplopoda,na,na,adult
6/26/2023,corn,na,302,na,Diplopoda,na,na,adult
6/26/2023,corn,na,302,na,Formicidae,na,na,adult
6/26/2023,corn,na,302,na,Formicidae,na,na,adult
6/26/2023,corn,na,302,na,Formicidae,na,na,adult
6/26/2023,corn,na,302,na,Formicidae,na,na,adult
6/26/2023,corn,na,302,na,Opiliones,na,na,adult
6/26/2023,corn,na,302,na,Opiliones,na,na,adult
6/26/2023,corn,na,302,na,Opiliones,na,na,adult
6/26/2023,corn,na,302,na,Opiliones,na,na,adult
6/26/2023,corn,na,302,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,302,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,302,na,Carabidae,Acupalpus,pauperculus,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Formicidae,na,na,adult
6/26/2023,corn,na,103,na,Staphylinidae,na,na,adult
6/26/2023,corn,na,103,na,Elateridae,na,na,adult
6/26/2023,corn,na,103,na,Opiliones,na,na,adult
6/26/2023,corn,na,103,na,Opiliones,na,na,adult
6/26/2023,corn,na,103,na,Opiliones,na,na,adult
6/26/2023,corn,na,103,na,Chilopoda,na,na,juvenile
6/26/2023,corn,na,103,na,Chilopoda,na,na,juvenile
6/26/2023,corn,na,103,na,Thomisidae,Misumenoides,na,adult
6/26/2023,corn,na,103,na,Linyphiidae,na,na,adult
6/26/2023,corn,na,103,na,Linyphiidae,na,na,adult
6/26/2023,corn,na,103,na,Carabidae,Harpalus,na,adult
6/26/2023,corn,na,101,na,Opiliones,na,na,adult
6/26/2023,corn,na,101,na,Opiliones,na,na,adult
6/26/2023,corn,na,101,na,Formicidae,na,na,adult
6/26/2023,corn,na,101,na,Formicidae,na,na,adult
6/26/2023,corn,na,101,na,Elateridae,na,na,adult
6/26/2023,corn,na,101,na,Araneae ,na,na,juvenile
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Formicidae,na,na,adult
6/26/2023,corn,na,104,na,Opiliones,na,na,adult
6/26/2023,corn,na,104,na,Opiliones,na,na,adult
6/26/2023,corn,na,104,na,Elateridae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Formicidae,na,na,adult
6/26/2023,corn,na,102,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,102,na,Staphylinidae,na,na,adult
6/26/2023,corn,na,102,na,Staphylinidae,na,na,adult
6/26/2023,corn,na,102,na,Thomisidae,Misumenoides,na,adult
6/26/2023,corn,na,102,na,Linyphiidae,na,na,adult
6/26/2023,corn,na,102,na,Linyphiidae,na,na,adult
6/26/2023,corn,na,102,na,Chilopoda,na,na,juvenile
6/26/2023,corn,na,102,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,102,na,Coreidae,Petalops,na,adult
6/26/2023,corn,na,502,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,502,na,Formicidae,na,na,adult
6/26/2023,corn,na,502,na,Formicidae,na,na,adult
6/26/2023,corn,na,502,na,Formicidae,na,na,adult
6/26/2023,corn,na,502,na,Formicidae,na,na,adult
6/26/2023,corn,na,502,na,Formicidae,na,na,adult
6/26/2023,corn,na,502,na,Formicidae,na,na,adult
6/26/2023,corn,na,502,na,Formicidae,na,na,adult
6/26/2023,corn,na,502,na,Diplopoda,na,na,adult
6/26/2023,corn,na,502,na,Lycosidae,Schizocosa,na,adult
6/26/2023,corn,na,502,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,502,na,Linyphiidae,na,na,adult
6/26/2023,corn,na,501,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,501,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,501,na,Formicidae,na,na,adult
6/26/2023,corn,na,501,na,Formicidae,na,na,adult
6/26/2023,corn,na,501,na,Staphylinidae,na,na,adult
6/26/2023,corn,na,501,na,Diplopoda,na,na,adult
6/26/2023,corn,na,501,na,Diplopoda,na,na,juvenile
6/26/2023,corn,na,501,na,Opiliones,na,na,adult
6/26/2023,corn,na,501,na,Opiliones,na,na,adult
6/26/2023,corn,na,503,na,Opiliones,na,na,adult
6/26/2023,corn,na,503,na,Opiliones,na,na,adult
6/26/2023,corn,na,503,na,Opiliones,na,na,adult
6/26/2023,corn,na,503,na,Opiliones,na,na,adult
6/26/2023,corn,na,503,na,Opiliones,na,na,adult
6/26/2023,corn,na,503,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,503,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,503,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,503,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,503,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,503,na,Opiliones,na,na,juvenile
6/26/2023,corn,na,503,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,503,na,Chilopoda,na,na,juvenile
6/26/2023,corn,na,503,na,Gryllidae,na,na,juvenile
6/26/2023,corn,na,503,na,Formicidae,na,na,adult
6/26/2023,corn,na,503,na,Formicidae,na,na,adult
6/26/2023,corn,na,503,na,Formicidae,na,na,adult
6/26/2023,corn,na,503,na,Formicidae,na,na,adult
6/26/2023,corn,na,503,na,Formicidae,na,na,adult
6/26/2023,corn,na,503,na,Formicidae,na,na,adult
6/26/2023,corn,na,504,na,Formicidae,na,na,adult
6/26/2023,corn,na,504,na,Formicidae,na,na,adult
6/26/2023,corn,na,504,na,Formicidae,na,na,adult
6/26/2023,corn,na,504,na,Formicidae,na,na,adult
6/26/2023,corn,na,504,na,Formicidae,na,na,adult
6/26/2023,corn,na,504,na,Carabidae,Pterostichus,na,adult
6/26/2023,corn,na,504,na,Opiliones,na,na,adult
7/28/2023,corn,na,501,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,501,na,Lycosidae,Schizocosa,na,adult
7/28/2023,corn,na,501,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,501,na,Carabidae,Chlaenius,emarginatus,adult
7/28/2023,corn,na,501,na,Carabidae,Chlaenius,emarginatus,adult
7/28/2023,corn,na,501,na,Carabidae,Chlaenius,emarginatus,adult
7/28/2023,corn,na,501,na,Elateridae,na,na,adult
7/28/2023,corn,na,501,na,Elateridae,na,na,adult
7/28/2023,corn,na,401,na,Formicidae,na,na,adult
7/28/2023,corn,na,401,na,Formicidae,na,na,adult
7/28/2023,corn,na,401,na,Carabidae,Notibia,terminata,adult
7/28/2023,corn,na,401,na,Carabidae,Harpalus,affinis,adult
7/28/2023,corn,na,301,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,301,na,Gyrillidae,na,na,juvenile
7/28/2023,corn,na,301,na,Formicidae,na,na,adult
7/28/2023,corn,na,301,na,Carabidae,Chlaenius,nemoralis,adult
7/28/2023,corn,na,301,na,Carabidae,Chlaenius,nemoralis,adult
7/28/2023,corn,na,301,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,corn,na,301,na,Lyniphiidae,na,na,adult
7/28/2023,corn,na,301,na,Carabidae,Trichotichnus,na,adult
7/28/2023,corn,na,502,na,Carabidae,Notibia,terminata,adult
7/28/2023,corn,na,502,na,Carabidae,Pterostichus,na,adult
7/28/2023,corn,na,502,na,Formicidae,na,na,adult
7/28/2023,corn,na,502,na,Lyniphiidae,na,na,adult
7/28/2023,corn,na,201,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,201,na,Carabidae,Pterostichus,na,adult
7/28/2023,corn,na,201,na,Formicidae,na,na,adult
7/28/2023,corn,na,101,na,Formicidae,na,na,adult
7/28/2023,corn,na,101,na,Formicidae,na,na,adult
7/28/2023,corn,na,101,na,Diplopoda,na,na,adult
7/28/2023,corn,na,302,na,Carabidae,Chlaenius,nemoralis,adult
7/28/2023,corn,na,302,na,Carabidae,Chlaenius,nemoralis,adult
7/28/2023,corn,na,302,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,302,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,302,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,302,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,302,na,Opiliones,na,na,adult
7/28/2023,corn,na,302,na,Gyrillidae,na,na,juvenile
7/28/2023,corn,na,302,na,Formicidae,na,na,adult
7/28/2023,corn,na,302,na,Formicidae,na,na,adult
7/28/2023,corn,na,302,na,Formicidae,na,na,adult
7/28/2023,corn,na,503,na,Lycosidae,Schizocosa,na,adult
7/28/2023,corn,na,503,na,Formicidae,na,na,adult
7/28/2023,corn,na,504,na,Lycosidae,na,na,juvenile
7/28/2023,corn,na,504,na,Gyrillidae,na,na,juvenile
7/28/2023,corn,na,504,na,Gyrillidae,na,na,juvenile
7/28/2023,corn,na,504,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,504,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,504,na,Lycosidae,na,na,juvenile
7/28/2023,corn,na,402,na,Carabidae,Pterostichus,na,adult
7/28/2023,corn,na,402,na,Chilopoda,na,na,juvenile
7/28/2023,corn,na,202,na,Carabidae,Chlaenius,emarginatus,adult
7/28/2023,corn,na,202,na,Carabidae,Pterostichus,na,adult
7/28/2023,corn,na,202,na,Elateridae,na,na,adult
7/28/2023,corn,na,202,na,Elateridae,na,na,adult
7/28/2023,corn,na,202,na,Formicidae,na,na,adult
7/28/2023,corn,na,202,na,Formicidae,na,na,adult
7/28/2023,corn,na,202,na,Formicidae,na,na,adult
7/28/2023,corn,na,202,na,Formicidae,na,na,adult
7/28/2023,corn,na,202,na,Formicidae,na,na,adult
7/28/2023,corn,na,202,na,Formicidae,na,na,adult
7/28/2023,corn,na,202,na,Formicidae,na,na,adult
7/28/2023,corn,na,202,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,202,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,202,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,202,na,Lycosidae,na,na,juvenile
7/28/2023,corn,na,202,na,Gyrillidae,na,na,juvenile
7/28/2023,corn,na,202,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,404,na,Gyrillidae,na,na,juvenile
7/28/2023,corn,na,404,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,corn,na,403,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,403,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,403,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,403,na,Lycosidae,Pardosa,na,adult
7/28/2023,corn,na,403,na,Elateridae,na,na,adult
7/28/2023,corn,na,403,na,Elateridae,na,na,adult
7/28/2023,corn,na,403,na,Elateridae,na,na,adult
7/28/2023,corn,na,403,na,Elateridae,na,na,adult
7/28/2023,corn,na,403,na,Elateridae,na,na,adult
7/28/2023,corn,na,403,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,corn,na,403,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,corn,na,403,na,Carabidae,Pterostichus,na,adult
7/28/2023,corn,na,403,na,Formicidae,na,na,adult
7/28/2023,corn,na,403,na,Formicidae,na,na,adult
7/28/2023,corn,na,403,na,Formicidae,na,na,adult
7/28/2023,corn,na,403,na,Diplopoda,na,na,adult
7/28/2023,corn,na,403,na,Carabidae,Chlaenius,nemoralis,adult
7/28/2023,corn,na,203,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,203,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,203,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,203,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,303,na,Carabidae,Pterostichus,na,adult
7/28/2023,corn,na,303,na,Carabidae,Pterostichus,na,adult
7/28/2023,corn,na,303,na,Carabidae,Pterostichus,na,adult
7/28/2023,corn,na,303,na,Acrididae,na,na,juvenile
7/28/2023,corn,na,303,na,Lyniphiidae,na,na,adult
7/28/2023,corn,na,102,na,Formicidae,na,na,adult
7/28/2023,corn,na,102,na,Formicidae,na,na,adult
7/28/2023,corn,na,102,na,Formicidae,na,na,adult
7/28/2023,corn,na,102,na,Formicidae,na,na,adult
7/28/2023,corn,na,102,na,Lycosidae,Schizocosa,na,adult
7/28/2023,corn,na,103,na,Formicidae,na,na,adult
7/28/2023,corn,na,103,na,Formicidae,na,na,adult
7/28/2023,corn,na,103,na,Formicidae,na,na,adult
7/28/2023,corn,na,103,na,Formicidae,na,na,adult
7/28/2023,corn,na,103,na,Formicidae,na,na,adult
7/28/2023,corn,na,103,na,Formicidae,na,na,adult
7/28/2023,corn,na,103,na,Staphylinidaa,na,na,adult
7/28/2023,corn,na,304,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,304,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,304,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,304,na,Acrididae,na,na,juvenile
7/28/2023,corn,na,304,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,corn,na,304,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,corn,na,304,na,Carabidae,Poecilus,lucublandus,adult
7/28/2023,corn,na,304,na,Carabidae,Chlaenius,emarginatus,adult
7/28/2023,corn,na,304,na,Gyrillidae,na,na,juvenile
7/28/2023,corn,na,304,na,Formicidae,na,na,adult
7/28/2023,corn,na,304,na,Formicidae,na,na,adult
7/28/2023,corn,na,304,na,Formicidae,na,na,adult
7/28/2023,corn,na,304,na,Formicidae,na,na,adult
7/28/2023,corn,na,304,na,Formicidae,na,na,adult
7/28/2023,corn,na,304,na,Formicidae,na,na,adult
7/28/2023,corn,na,304,na,Formicidae,na,na,adult
7/28/2023,corn,na,204,na,Opiliones,na,na,adult
7/28/2023,corn,na,204,na,Opiliones,na,na,adult
7/28/2023,corn,na,204,na,Opiliones,na,na,adult
7/28/2023,corn,na,204,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,204,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,204,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,204,na,Opiliones,na,na,juvenile
7/28/2023,corn,na,204,na,Formicidae,na,na,adult
7/28/2023,corn,na,204,na,Formicidae,na,na,adult
7/28/2023,corn,na,204,na,Formicidae,na,na,adult
7/28/2023,corn,na,204,na,Gyrillidae,na,na,juvenile
7/28/2023,corn,na,204,na,Diplopoda,na,na,adult
7/28/2023,corn,na,204,na,Carabidae,Chlaenius,nemoralis,adult
7/28/2023,corn,na,104,na,Cicindelidae,Cicindela,punctulata ,adult
7/28/2023,corn,na,104,na,Formicidae,na,na,adult
7/28/2023,corn,na,104,na,Formicidae,na,na,adult
7/28/2023,corn,na,104,na,Opiliones,na,na,juvenile
5/28/2022,corn ,na,203,2,Liniphiidae ,na,na,adult 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,adult 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,adult 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,203,2,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,503,1,na,na,na,na
5/28/2022,corn ,na,504,2,na,na,na,na
5/28/2022,corn ,na,501,2,na,na,na,na
5/28/2022,corn ,na,303,1,na,na,na,na
5/28/2022,corn ,na,403,1,Lycosidae,Pardosa ,na,adult 
5/28/2022,corn ,na,403,1,Lycosidae,na,na,adult 
5/28/2022,corn ,na,403,1,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,101,1,Lycosidae,Pardosa ,na,adult 
5/28/2022,corn ,na,101,1,Liniphiidae ,na,na,adult 
5/28/2022,corn ,na,101,1,Opiliones ,na,na,adult 
5/28/2022,corn ,na,101,1,Opiliones ,na,na,adult 
5/28/2022,corn ,na,101,1,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,101,1,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,101,1,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,101,1,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,101,1,Opiliones ,na,na,juvenile 
5/28/2022,corn ,na,501,1,Thomisidae ,Misumenoides,na,adult 
5/28/2022,corn ,na,501,1,Liniphiidae ,na,na,adult 
5/28/2022,corn ,na,501,1,Liniphiidae ,na,na,adult 
5/28/2022,corn ,na,501,1,Liniphiidae ,na,na,adult 
5/28/2022,corn ,na,104,1,Lycosidae,Pardosa ,na,adult 
