location,date,tempC,growth_stage,block,plot_id,treatment,transect,plant_num,damage_score,damage_type
PA,6/16/2021,15.53,V3,1,101,1,3,9,0,na
PA,6/16/2021,15.53,V3,1,101,1,3,10,0,na
PA,6/16/2021,15.53,V3,1,101,1,3,11,1,s
PA,6/16/2021,15.53,V3,1,101,1,3,12,0,na
PA,6/16/2021,15.53,V3,1,101,1,3,13,0,na
PA,6/16/2021,15.53,V3,1,101,1,3,14,1,s
PA,6/16/2021,15.53,V3,1,101,1,3,15,1,s
PA,6/16/2021,15.53,V3,1,101,1,3,16,1,bcw
PA,6/16/2021,15.53,V3,1,101,1,3,17,1,s
PA,6/16/2021,15.53,V3,1,101,1,3,18,1,s
PA,6/16/2021,15.53,V3,1,101,1,3,19,1,bcw
PA,6/16/2021,15.53,V3,1,101,1,4,1,0,na
PA,6/16/2021,15.53,V3,1,101,1,4,2,0,na
PA,6/16/2021,15.53,V3,1,101,1,4,3,0,na
PA,6/16/2021,15.53,V3,1,101,1,4,4,0,na
PA,6/16/2021,15.53,V3,1,101,1,4,5,1,s
PA,6/16/2021,15.53,V3,1,101,1,4,6,0,na
PA,6/16/2021,15.53,V3,1,101,1,4,7,0,na
PA,6/16/2021,15.53,V3,1,101,1,4,8,1,bcw
PA,6/16/2021,15.53,V3,1,101,1,4,9,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,101,1,4,10,1,s
PA,6/16/2021,15.53,V3,1,101,1,4,11,1,s
PA,6/16/2021,15.53,V3,1,101,1,4,12,1,s
PA,6/16/2021,15.53,V3,1,101,1,4,13,0,na
PA,6/16/2021,15.53,V3,1,101,1,4,14,1,s
PA,6/16/2021,15.53,V3,1,101,1,4,15,1,s
PA,6/16/2021,15.53,V3,1,101,1,4,16,1,bcw
PA,6/16/2021,15.53,V3,1,101,1,4,17,2,s
PA,6/16/2021,15.53,V3,1,101,1,4,18,1,s
PA,6/16/2021,15.53,V3,1,101,1,4,19,1,s
PA,6/16/2021,15.53,V3,1,101,1,5,1,1,s
PA,6/16/2021,15.53,V3,1,101,1,5,2,1,bcw
PA,6/16/2021,15.53,V3,1,101,1,5,3,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,4,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,5,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,6,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,7,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,8,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,9,1,s
PA,6/16/2021,15.53,V3,1,101,1,5,10,1,s
PA,6/16/2021,15.53,V3,1,101,1,5,11,1,s
PA,6/16/2021,15.53,V3,1,101,1,5,12,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,13,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,14,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,15,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,16,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,17,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,18,0,na
PA,6/16/2021,15.53,V3,1,101,1,5,19,0,na
PA,6/16/2021,15.53,V3,1,102,3,1,1,1,bcw
PA,6/16/2021,15.53,V3,1,102,3,1,2,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,3,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,4,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,5,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,6,2,s
PA,6/16/2021,15.53,V3,1,102,3,1,7,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,8,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,9,0,na
PA,6/16/2021,15.53,V3,1,102,3,1,10,0,na
PA,6/16/2021,15.53,V3,1,102,3,1,11,2,s
PA,6/16/2021,15.53,V3,1,102,3,1,12,2,s
PA,6/16/2021,15.53,V3,1,102,3,1,13,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,14,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,15,1,s
PA,6/16/2021,15.53,V3,1,102,3,1,16,0,na
PA,6/16/2021,15.53,V3,1,102,3,1,17,0,na
PA,6/16/2021,15.53,V3,1,102,3,2,1,2,s
PA,6/16/2021,15.53,V3,1,102,3,2,2,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,2,3,0,na
PA,6/16/2021,15.53,V3,1,102,3,2,4,0,na
PA,6/16/2021,15.53,V3,1,102,3,2,5,1,s
PA,6/16/2021,15.53,V3,1,102,3,2,6,1,s
PA,6/16/2021,15.53,V3,1,102,3,2,7,2,s
PA,6/16/2021,15.53,V3,1,102,3,2,8,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,2,9,1,s
PA,6/16/2021,15.53,V3,1,102,3,2,10,2,s
PA,6/16/2021,15.53,V3,1,102,3,2,11,0,na
PA,6/16/2021,15.53,V3,1,102,3,2,12,1,bcw
PA,6/16/2021,15.53,V3,1,102,3,2,13,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,2,14,0,na
PA,6/16/2021,15.53,V3,1,102,3,2,15,1,s
PA,6/16/2021,15.53,V3,1,102,3,2,16,1,s
PA,6/16/2021,15.53,V3,1,102,3,3,1,2,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,3,2,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,3,3,0,na
PA,6/16/2021,15.53,V3,1,102,3,3,4,2,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,3,5,1,s
PA,6/16/2021,15.53,V3,1,102,3,3,6,1,s
PA,6/16/2021,15.53,V3,1,102,3,3,7,1,s
PA,6/16/2021,15.53,V3,1,102,3,3,8,1,bcw
PA,6/16/2021,15.53,V3,1,102,3,3,9,1,s
PA,6/16/2021,15.53,V3,1,102,3,3,10,0,na
PA,6/16/2021,15.53,V3,1,102,3,3,11,1,s
PA,6/16/2021,15.53,V3,1,102,3,3,12,2,bcw
PA,6/16/2021,15.53,V3,1,102,3,3,13,0,na
PA,6/16/2021,15.53,V3,1,102,3,3,14,0,na
PA,6/16/2021,15.53,V3,1,102,3,3,15,0,na
PA,6/16/2021,15.53,V3,1,102,3,3,16,0,na
PA,6/16/2021,15.53,V3,1,102,3,3,17,0,na
PA,6/16/2021,15.53,V3,1,102,3,3,18,0,na
PA,6/16/2021,15.53,V3,1,102,3,3,19,1,s
PA,6/16/2021,15.53,V3,1,102,3,4,1,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,2,1,s
PA,6/16/2021,15.53,V3,1,102,3,4,3,1,s
PA,6/16/2021,15.53,V3,1,102,3,4,4,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,5,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,6,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,7,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,8,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,9,1,s
PA,6/16/2021,15.53,V3,1,102,3,4,10,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,11,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,12,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,13,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,14,1,s
PA,6/16/2021,15.53,V3,1,102,3,4,15,0,na
PA,6/16/2021,15.53,V3,1,102,3,4,16,1,s
PA,6/16/2021,15.53,V3,1,102,3,4,17,1,s
PA,6/16/2021,15.53,V3,1,102,3,4,18,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,4,19,1,bcw
PA,6/16/2021,15.53,V3,1,102,3,4,20,1,s
PA,6/16/2021,15.53,V3,1,102,3,5,1,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,5,2,1,s
PA,6/16/2021,15.53,V3,1,102,3,5,3,0,na
PA,6/16/2021,15.53,V3,1,102,3,5,4,1,s
PA,6/16/2021,15.53,V3,1,102,3,5,5,1,s
PA,6/16/2021,15.53,V3,1,102,3,5,6,1,s
PA,6/16/2021,15.53,V3,1,102,3,5,7,2,s
PA,6/16/2021,15.53,V3,1,102,3,5,8,2,s
PA,6/16/2021,15.53,V3,1,102,3,5,9,3,s
PA,6/16/2021,15.53,V3,1,102,3,5,10,3,s
PA,6/16/2021,15.53,V3,1,102,3,5,11,2,s
PA,6/16/2021,15.53,V3,1,102,3,5,12,2,s
PA,6/16/2021,15.53,V3,1,102,3,5,13,1,s
PA,6/16/2021,15.53,V3,1,102,3,5,14,0,na
PA,6/16/2021,15.53,V3,1,102,3,5,15,0,na
PA,6/16/2021,15.53,V3,1,102,3,5,16,2,"s, bcw"
PA,6/16/2021,15.53,V3,1,102,3,5,17,1,s
PA,6/16/2021,15.53,V3,1,102,3,5,18,2,s
PA,6/16/2021,15.53,V3,1,103,2,1,1,0,na
PA,6/16/2021,15.53,V3,1,103,2,1,2,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,3,3,bcw
PA,6/16/2021,15.53,V3,1,103,2,1,4,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,5,0,na
PA,6/16/2021,15.53,V3,1,103,2,1,6,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,7,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,8,0,na
PA,6/16/2021,15.53,V3,1,103,2,1,9,0,na
PA,6/16/2021,15.53,V3,1,103,2,1,10,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,11,0,na
PA,6/16/2021,15.53,V3,1,103,2,1,12,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,13,1,bcw
PA,6/16/2021,15.53,V3,1,103,2,1,14,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,15,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,16,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,17,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,18,1,s
PA,6/16/2021,15.53,V3,1,103,2,1,19,0,na
PA,6/16/2021,15.53,V3,1,103,2,2,1,1,s
PA,6/16/2021,15.53,V3,1,103,2,2,2,1,bcw
PA,6/16/2021,15.53,V3,1,103,2,2,3,1,s
PA,6/16/2021,15.53,V3,1,103,2,2,4,0,na
PA,6/16/2021,15.53,V3,1,103,2,2,5,1,s
PA,6/16/2021,15.53,V3,1,103,2,2,6,1,s
PA,6/16/2021,15.53,V3,1,103,2,2,7,0,na
PA,6/16/2021,15.53,V3,1,103,2,2,8,0,na
PA,6/16/2021,15.53,V3,1,103,2,2,9,0,na
PA,6/16/2021,15.53,V3,1,103,2,2,10,2,bcw
PA,6/16/2021,15.53,V3,1,103,2,2,11,1,s
PA,6/16/2021,15.53,V3,1,103,2,2,12,0,na
PA,6/16/2021,15.53,V3,1,103,2,2,13,0,na
PA,6/16/2021,15.53,V3,1,103,2,2,14,1,s
PA,6/16/2021,15.53,V3,1,103,2,2,15,0,na
PA,6/16/2021,15.53,V3,1,103,2,2,16,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,1,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,2,0,na
PA,6/16/2021,15.53,V3,1,103,2,3,3,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,4,0,na
PA,6/16/2021,15.53,V3,1,103,2,3,5,0,na
PA,6/16/2021,15.53,V3,1,103,2,3,6,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,7,0,na
PA,6/16/2021,15.53,V3,1,103,2,3,8,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,9,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,10,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,11,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,12,0,na
PA,6/16/2021,15.53,V3,1,103,2,3,13,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,14,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,15,1,bcw
PA,6/16/2021,15.53,V3,1,103,2,3,16,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,17,1,s
PA,6/16/2021,15.53,V3,1,103,2,3,18,0,na
PA,6/16/2021,15.53,V3,1,103,2,4,1,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,2,1,bcw
PA,6/16/2021,15.53,V3,1,103,2,4,3,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,4,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,5,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,6,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,7,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,8,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,9,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,10,0,na
PA,6/16/2021,15.53,V3,1,103,2,4,11,0,na
PA,6/16/2021,15.53,V3,1,103,2,4,12,2,s
PA,6/16/2021,15.53,V3,1,103,2,4,13,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,14,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,15,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,16,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,17,1,s
PA,6/16/2021,15.53,V3,1,103,2,4,18,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,1,0,na
PA,6/16/2021,15.53,V3,1,103,2,5,2,2,"s, taw"
PA,6/16/2021,15.53,V3,1,103,2,5,3,0,na
PA,6/16/2021,15.53,V3,1,103,2,5,4,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,5,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,6,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,7,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,8,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,9,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,10,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,103,2,5,11,0,na
PA,6/16/2021,15.53,V3,1,103,2,5,12,0,na
PA,6/16/2021,15.53,V3,1,103,2,5,13,0,na
PA,6/16/2021,15.53,V3,1,103,2,5,14,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,15,0,na
PA,6/16/2021,15.53,V3,1,103,2,5,16,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,17,1,s
PA,6/16/2021,15.53,V3,1,103,2,5,18,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,1,0,na
PA,6/16/2021,15.53,V3,1,104,4,1,2,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,3,0,na
PA,6/16/2021,15.53,V3,1,104,4,1,4,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,5,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,6,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,7,1,taw
PA,6/16/2021,15.53,V3,1,104,4,1,8,1,taw
PA,6/16/2021,15.53,V3,1,104,4,1,9,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,10,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,11,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,12,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,13,0,na
PA,6/16/2021,15.53,V3,1,104,4,1,14,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,15,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,16,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,17,1,s
PA,6/16/2021,15.53,V3,1,104,4,1,18,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,1,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,2,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,3,0,na
PA,6/16/2021,15.53,V3,1,104,4,2,4,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,5,0,na
PA,6/16/2021,15.53,V3,1,104,4,2,6,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,7,0,na
PA,6/16/2021,15.53,V3,1,104,4,2,8,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,9,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,10,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,11,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,12,0,na
PA,6/16/2021,15.53,V3,1,104,4,2,13,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,14,0,na
PA,6/16/2021,15.53,V3,1,104,4,2,15,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,16,0,na
PA,6/16/2021,15.53,V3,1,104,4,2,17,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,18,1,s
PA,6/16/2021,15.53,V3,1,104,4,2,19,0,na
PA,6/16/2021,15.53,V3,1,104,4,3,1,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,2,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,3,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,4,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,5,0,na
PA,6/16/2021,15.53,V3,1,104,4,3,6,0,na
PA,6/16/2021,15.53,V3,1,104,4,3,7,0,na
PA,6/16/2021,15.53,V3,1,104,4,3,8,0,na
PA,6/16/2021,15.53,V3,1,104,4,3,9,0,na
PA,6/16/2021,15.53,V3,1,104,4,3,10,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,11,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,12,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,13,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,14,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,15,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,16,1,s
PA,6/16/2021,15.53,V3,1,104,4,3,17,0,na
PA,6/16/2021,15.53,V3,1,104,4,3,18,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,1,0,na
PA,6/16/2021,15.53,V3,1,104,4,4,2,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,3,0,na
PA,6/16/2021,15.53,V3,1,104,4,4,4,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,5,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,6,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,7,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,8,0,na
PA,6/16/2021,15.53,V3,1,104,4,4,9,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,10,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,11,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,12,0,na
PA,6/16/2021,15.53,V3,1,104,4,4,13,2,taw
PA,6/16/2021,15.53,V3,1,104,4,4,14,1,s
PA,6/16/2021,15.53,V3,1,104,4,4,15,0,na
PA,6/16/2021,15.53,V3,1,104,4,4,16,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,104,4,5,1,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,2,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,3,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,4,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,5,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,6,1,"s, bcw"
PA,6/16/2021,15.53,V3,1,104,4,5,7,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,8,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,9,2,s
PA,6/16/2021,15.53,V3,1,104,4,5,10,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,11,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,12,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,13,0,na
PA,6/16/2021,15.53,V3,1,104,4,5,14,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,15,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,16,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,17,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,18,1,s
PA,6/16/2021,15.53,V3,1,104,4,5,19,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,1,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,2,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,3,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,4,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,5,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,6,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,7,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,8,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,9,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,10,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,11,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,12,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,13,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,14,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,15,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,16,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,17,0,na
PA,6/16/2021,15.53,V3,2,201,3,1,18,1,s
PA,6/16/2021,15.53,V3,2,201,3,1,19,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,1,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,2,1,taw
PA,6/16/2021,15.53,V3,2,201,3,2,3,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,4,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,5,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,6,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,7,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,8,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,9,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,10,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,11,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,12,0,na
PA,6/16/2021,15.53,V3,2,201,3,2,13,1,s
PA,6/16/2021,15.53,V3,2,201,3,2,14,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,1,0,na
PA,6/16/2021,15.53,V3,2,201,3,3,2,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,3,0,na
PA,6/16/2021,15.53,V3,2,201,3,3,4,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,5,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,6,0,na
PA,6/16/2021,15.53,V3,2,201,3,3,7,0,na
PA,6/16/2021,15.53,V3,2,201,3,3,8,0,na
PA,6/16/2021,15.53,V3,2,201,3,3,9,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,10,1,bcw
PA,6/16/2021,15.53,V3,2,201,3,3,11,1,"s, bcw"
PA,6/16/2021,15.53,V3,2,201,3,3,12,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,13,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,14,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,15,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,16,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,17,1,s
PA,6/16/2021,15.53,V3,2,201,3,3,18,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,1,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,2,0,na
PA,6/16/2021,15.53,V3,2,201,3,4,3,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,4,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,5,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,6,0,na
PA,6/16/2021,15.53,V3,2,201,3,4,7,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,8,1,taw
PA,6/16/2021,15.53,V3,2,201,3,4,9,0,na
PA,6/16/2021,15.53,V3,2,201,3,4,10,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,11,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,12,0,na
PA,6/16/2021,15.53,V3,2,201,3,4,13,1,"s, taw"
PA,6/16/2021,15.53,V3,2,201,3,4,14,1,taw
PA,6/16/2021,15.53,V3,2,201,3,4,15,0,na
PA,6/16/2021,15.53,V3,2,201,3,4,16,1,bcw
PA,6/16/2021,15.53,V3,2,201,3,4,17,0,na
PA,6/16/2021,15.53,V3,2,201,3,4,18,1,s
PA,6/16/2021,15.53,V3,2,201,3,4,19,0,na
PA,6/16/2021,15.53,V3,2,201,3,4,20,1,s
PA,6/16/2021,15.53,V3,2,201,3,5,1,2,s
PA,6/16/2021,15.53,V3,2,201,3,5,2,2,s
PA,6/16/2021,15.53,V3,2,201,3,5,3,1,s
PA,6/16/2021,15.53,V3,2,201,3,5,4,1,s
PA,6/16/2021,15.53,V3,2,201,3,5,5,2,s
PA,6/16/2021,15.53,V3,2,201,3,5,6,1,s
PA,6/16/2021,15.53,V3,2,201,3,5,7,1,s
